id_viagem,id_data,id_veiculo,id_motorista,id_cliente,id_rota,id_filial,peso_ton,valor_frete,km_rodado,tempo_previsto_h,tempo_realizado_h,status_entrega,ocorrencia
1490,20240430,40,23,8,15,4,10.6,930.93,210,3.4,3.2,No Prazo,Nenhuma
1491,20240430,7,29,18,18,5,4.1,2542.89,550,8.9,8.2,No Prazo,Nenhuma
1492,20240501,2,12,26,16,5,4.4,1612.91,315,5.1,6.5,Atrasado,Nenhuma
1493,20240501,8,6,10,11,1,11.8,2004.96,410,6.6,6.6,No Prazo,Trânsito/Rota
1494,20240501,20,12,23,2,5,5.7,1799.7,410,6.6,6.7,No Prazo,Nenhuma
1495,20240501,14,13,20,15,5,4.4,964.62,210,3.4,3.6,No Prazo,Nenhuma
1496,20240501,7,35,12,8,5,3.9,4029.01,930,15.0,14.9,No Prazo,Nenhuma
1497,20240501,4,2,20,7,1,5.1,1260.63,210,3.4,4.0,Atrasado,Trânsito/Rota
1498,20240501,32,10,12,7,4,20.6,1268.92,210,3.4,3.4,No Prazo,Nenhuma
1499,20240501,9,38,3,15,2,23.6,1206.73,210,3.4,3.5,No Prazo,Nenhuma
1500,20240501,38,28,12,3,5,46.9,2792.99,590,9.5,9.6,No Prazo,Nenhuma
1501,20240501,23,23,20,9,4,5.6,11195.85,1960,31.6,31.6,No Prazo,Nenhuma
1502,20240501,42,28,23,9,5,3.7,7718.61,1960,31.6,31.9,No Prazo,Nenhuma
1503,20240501,37,1,4,4,1,18.0,2544.26,550,8.9,9.2,No Prazo,Problema Documental
1504,20240501,10,25,3,16,2,26.3,1766.67,315,5.1,5.6,Atrasado,Atraso em Carga/Descarga
1505,20240501,8,11,30,6,1,8.8,3812.35,800,12.9,15.0,Atrasado,Nenhuma
1506,20240501,17,37,15,7,5,9.2,1003.59,210,3.4,4.6,Atrasado,Trânsito/Rota
1507,20240501,13,20,14,17,3,56.2,484.76,100,1.6,1.6,No Prazo,Nenhuma
1508,20240501,30,36,26,19,4,49.3,1754.56,300,4.8,5.5,Atrasado,Nenhuma
1509,20240501,16,10,26,16,4,4.3,1343.09,315,5.1,6.7,Atrasado,Nenhuma
1510,20240501,17,37,4,11,5,9.6,1816.03,410,6.6,6.1,No Prazo,Nenhuma
1511,20240501,5,11,7,7,1,34.3,895.69,210,3.4,3.4,No Prazo,Nenhuma
1512,20240501,39,23,4,3,4,25.5,3207.17,590,9.5,8.9,No Prazo,Nenhuma
1513,20240501,34,8,26,10,2,5.8,4128.0,930,15.0,21.0,Atrasado,Nenhuma
1514,20240502,28,11,3,4,1,43.3,2298.67,550,8.9,9.3,No Prazo,Nenhuma
1515,20240502,30,23,5,11,4,36.5,1955.7,410,6.6,6.1,No Prazo,Nenhuma
1516,20240502,31,22,22,2,1,40.3,2054.02,410,6.6,6.2,No Prazo,Nenhuma
1517,20240502,37,1,8,12,1,20.0,2620.14,590,9.5,9.2,No Prazo,Nenhuma
1518,20240502,6,37,3,3,5,10.5,2433.93,590,9.5,10.8,Atrasado,Nenhuma
1519,20240502,12,12,29,20,5,9.4,4333.16,930,15.0,14.0,No Prazo,Nenhuma
1520,20240502,26,27,10,9,1,9.8,8091.01,1960,31.6,40.6,Atrasado,Nenhuma
1521,20240502,22,26,23,2,2,11.4,1961.94,410,6.6,6.4,No Prazo,Nenhuma
1522,20240502,26,6,27,7,1,9.6,1211.86,210,3.4,3.2,No Prazo,Nenhuma
1523,20240502,29,11,19,10,1,12.0,4947.6,930,15.0,14.2,No Prazo,Trânsito/Rota
1524,20240502,9,14,19,16,2,31.4,1793.27,315,5.1,4.8,No Prazo,Nenhuma
1525,20240502,15,2,25,14,1,38.0,3757.29,800,12.9,17.0,Atrasado,Nenhuma
1526,20240502,5,6,5,4,1,22.5,3397.72,550,8.9,9.1,No Prazo,Nenhuma
1527,20240502,17,37,7,17,5,10.4,474.08,100,1.6,2.0,Atrasado,Nenhuma
1528,20240502,21,15,3,5,1,22.5,7223.93,1370,22.1,21.8,No Prazo,Nenhuma
1529,20240502,15,30,30,20,1,51.9,4093.68,930,15.0,14.8,No Prazo,Nenhuma
1530,20240502,24,23,28,2,4,46.6,2140.94,410,6.6,6.8,No Prazo,Nenhuma
1531,20240502,22,8,19,6,2,10.3,4125.94,800,12.9,17.9,Atrasado,Nenhuma
1532,20240502,25,17,26,7,5,9.9,1081.09,210,3.4,3.3,No Prazo,Nenhuma
1533,20240502,11,3,27,10,3,6.0,4224.29,930,15.0,15.2,No Prazo,Nenhuma
1534,20240502,40,23,30,8,4,9.6,4120.12,930,15.0,14.0,No Prazo,Nenhuma
1535,20240502,26,15,15,5,1,11.9,7312.57,1370,22.1,31.0,Atrasado,Nenhuma
1536,20240502,8,22,30,1,1,13.5,2007.93,430,6.9,7.2,No Prazo,Nenhuma
1537,20240503,36,1,9,20,1,3.7,4649.03,930,15.0,14.6,No Prazo,Nenhuma
1538,20240503,21,6,19,2,1,36.5,2247.94,410,6.6,8.3,Atrasado,Nenhuma
1539,20240503,16,23,2,6,4,4.7,3657.84,800,12.9,13.0,No Prazo,Nenhuma
1540,20240503,32,36,20,16,4,19.3,1683.22,315,5.1,4.9,No Prazo,Nenhuma
1541,20240503,34,8,3,8,2,3.7,4310.23,930,15.0,13.8,No Prazo,Nenhuma
1542,20240503,36,22,24,17,1,4.4,478.99,100,1.6,1.6,No Prazo,Nenhuma
1543,20240503,16,32,24,12,4,3.8,2848.4,590,9.5,9.5,No Prazo,Nenhuma
1544,20240503,25,29,4,2,5,9.6,2015.55,410,6.6,8.6,Atrasado,Nenhuma
1545,20240503,42,17,27,2,5,5.9,1708.27,410,6.6,6.3,No Prazo,Nenhuma
1546,20240503,2,12,11,7,5,5.2,994.54,210,3.4,3.2,No Prazo,Nenhuma
1547,20240503,38,35,23,11,5,46.8,1830.65,410,6.6,6.6,No Prazo,Nenhuma
1548,20240503,14,37,11,13,5,4.5,7843.81,1370,22.1,21.6,No Prazo,Nenhuma
1549,20240503,33,6,12,18,1,26.3,2987.03,550,8.9,8.7,No Prazo,Nenhuma
1550,20240504,16,32,21,8,4,5.8,3944.06,930,15.0,14.1,No Prazo,Trânsito/Rota
1551,20240504,42,12,1,9,5,5.5,10051.49,1960,31.6,32.8,No Prazo,Trânsito/Rota
1552,20240504,39,23,15,13,4,16.8,7520.33,1370,22.1,21.7,No Prazo,Nenhuma
1553,20240505,21,11,21,16,1,29.0,1259.37,315,5.1,6.7,Atrasado,Nenhuma
1554,20240505,25,29,3,7,5,8.9,972.16,210,3.4,3.2,No Prazo,Nenhuma
1555,20240505,9,25,8,6,2,32.2,4203.01,800,12.9,12.1,No Prazo,Nenhuma
1556,20240505,34,19,18,20,2,4.8,4267.23,930,15.0,17.7,Atrasado,Nenhuma
1557,20240505,34,16,10,2,2,6.0,1675.35,410,6.6,6.2,No Prazo,Nenhuma
1558,20240505,2,17,18,16,5,5.0,1303.64,315,5.1,5.0,No Prazo,Pane Mecânica
1559,20240505,7,28,26,20,5,4.7,3746.52,930,15.0,15.7,No Prazo,Pane Mecânica
1560,20240506,30,32,13,9,4,40.1,10240.03,1960,31.6,29.6,No Prazo,Nenhuma
1561,20240506,37,1,1,1,1,16.4,1917.15,430,6.9,6.8,No Prazo,Nenhuma
1562,20240506,28,22,6,20,1,38.8,4554.37,930,15.0,14.9,No Prazo,Nenhuma
1563,20240506,6,13,18,15,5,9.9,1042.72,210,3.4,3.5,No Prazo,Nenhuma
1564,20240506,13,5,14,2,3,40.7,1747.82,410,6.6,6.1,No Prazo,Nenhuma
1565,20240506,31,27,15,15,1,49.2,1078.29,210,3.4,3.2,No Prazo,Trânsito/Rota
1566,20240506,40,32,26,15,4,11.0,831.08,210,3.4,3.5,No Prazo,Nenhuma
1567,20240506,32,10,28,8,4,25.9,4738.11,930,15.0,14.1,No Prazo,Nenhuma
1568,20240506,4,11,18,1,1,5.0,2210.28,430,6.9,7.1,No Prazo,Nenhuma
1569,20240506,19,29,12,7,5,35.9,914.31,210,3.4,3.6,No Prazo,Nenhuma
1570,20240506,9,18,24,1,2,24.9,2340.97,430,6.9,6.6,No Prazo,Nenhuma
1571,20240506,40,32,3,9,4,11.7,10268.22,1960,31.6,34.3,Atrasado,Nenhuma
1572,20240506,39,24,27,18,4,24.1,2529.81,550,8.9,9.0,No Prazo,Nenhuma
1573,20240506,20,12,13,18,5,4.2,3186.6,550,8.9,9.8,Atrasado,Trânsito/Rota
1574,20240506,28,22,21,14,1,50.8,4036.37,800,12.9,14.0,Atrasado,Nenhuma
1575,20240506,10,26,8,10,2,16.6,5103.47,930,15.0,15.0,No Prazo,Nenhuma
1576,20240506,4,6,4,10,1,4.0,3966.51,930,15.0,15.0,No Prazo,Nenhuma
1577,20240506,27,28,29,6,5,38.7,4090.2,800,12.9,13.1,No Prazo,Nenhuma
1578,20240506,41,33,18,2,3,30.0,2199.7,410,6.6,6.9,No Prazo,Nenhuma
1579,20240507,18,33,24,3,3,52.7,3371.1,590,9.5,9.4,No Prazo,Nenhuma
1580,20240507,41,5,14,9,3,24.9,11185.41,1960,31.6,31.1,No Prazo,Pane Mecânica
1581,20240507,16,23,8,3,4,5.0,2900.31,590,9.5,9.4,No Prazo,Nenhuma
1582,20240507,30,23,28,19,4,35.7,1452.03,300,4.8,4.5,No Prazo,Pane Mecânica
1583,20240507,12,37,7,14,5,10.1,3352.32,800,12.9,12.4,No Prazo,Nenhuma
1584,20240507,9,8,7,5,2,36.1,7816.27,1370,22.1,20.5,No Prazo,Trânsito/Rota
1585,20240507,35,5,22,8,3,5.9,3957.52,930,15.0,21.4,Atrasado,Nenhuma
1586,20240507,25,35,27,7,5,10.6,897.02,210,3.4,3.3,No Prazo,Trânsito/Rota
1587,20240507,11,3,11,17,3,4.2,407.05,100,1.6,1.5,No Prazo,Nenhuma
1588,20240507,38,37,26,6,5,37.4,4200.32,800,12.9,17.0,Atrasado,Trânsito/Rota
1589,20240508,25,35,19,6,5,11.2,4530.24,800,12.9,13.3,No Prazo,Pane Mecânica
1590,20240508,24,23,29,5,4,42.1,5727.36,1370,22.1,31.4,Atrasado,Trânsito/Rota
1591,20240508,39,36,30,13,4,21.4,6062.58,1370,22.1,21.8,No Prazo,Nenhuma
1592,20240508,7,13,6,9,5,4.4,10069.82,1960,31.6,36.3,Atrasado,Atraso em Carga/Descarga
1593,20240508,10,38,10,2,2,16.5,2218.73,410,6.6,6.4,No Prazo,Nenhuma
1594,20240508,33,1,10,12,1,16.4,2920.07,590,9.5,8.9,No Prazo,Nenhuma
1595,20240508,11,3,8,6,3,4.9,3310.07,800,12.9,13.4,No Prazo,Nenhuma
1596,20240508,42,28,26,1,5,4.4,2446.58,430,6.9,6.4,No Prazo,Nenhuma
1597,20240508,42,34,2,16,5,5.4,1780.14,315,5.1,5.2,No Prazo,Trânsito/Rota
1598,20240508,7,29,28,7,5,4.2,840.73,210,3.4,3.3,No Prazo,Nenhuma
1599,20240508,42,35,26,18,5,5.0,3342.89,550,8.9,8.6,No Prazo,Nenhuma
1600,20240508,27,17,5,9,5,49.2,8647.38,1960,31.6,32.0,No Prazo,Pane Mecânica
1601,20240508,38,37,9,15,5,54.7,1196.26,210,3.4,3.3,No Prazo,Nenhuma
1602,20240509,10,16,30,20,2,18.8,5291.29,930,15.0,14.0,No Prazo,Nenhuma
1603,20240509,9,8,12,17,2,28.3,589.69,100,1.6,1.7,No Prazo,Trânsito/Rota
1604,20240509,33,27,27,2,1,21.8,1922.98,410,6.6,6.7,No Prazo,Pane Mecânica
1605,20240509,29,1,4,4,1,8.6,2477.39,550,8.9,12.7,Atrasado,Nenhuma
1606,20240509,10,8,4,7,2,25.2,974.31,210,3.4,3.6,No Prazo,Nenhuma
1607,20240509,25,35,11,9,5,13.2,8987.34,1960,31.6,30.9,No Prazo,Nenhuma
1608,20240509,10,19,9,13,2,20.3,7349.27,1370,22.1,20.4,No Prazo,Nenhuma
1609,20240509,14,34,21,18,5,5.8,3286.58,550,8.9,9.1,No Prazo,Nenhuma
1610,20240509,21,2,20,6,1,33.3,3426.62,800,12.9,16.8,Atrasado,Trânsito/Rota
1611,20240509,6,34,8,3,5,12.8,3546.39,590,9.5,12.1,Atrasado,Atraso em Carga/Descarga
1612,20240509,16,10,10,2,4,5.8,1992.28,410,6.6,6.4,No Prazo,Nenhuma
1613,20240509,17,12,9,6,5,12.7,3832.15,800,12.9,13.5,No Prazo,Nenhuma
1614,20240509,34,14,11,11,2,5.8,1928.35,410,6.6,6.9,No Prazo,Nenhuma
1615,20240509,33,11,27,9,1,19.4,9677.77,1960,31.6,30.2,No Prazo,Nenhuma
1616,20240509,14,34,29,2,5,5.2,2168.98,410,6.6,6.6,No Prazo,Pane Mecânica
1617,20240509,21,2,16,14,1,34.7,3755.22,800,12.9,11.9,No Prazo,Nenhuma
1618,20240509,31,11,3,6,1,48.7,4081.31,800,12.9,12.0,No Prazo,Trânsito/Rota
1619,20240509,15,6,5,13,1,46.8,8048.92,1370,22.1,22.6,No Prazo,Nenhuma
1620,20240509,26,2,25,19,1,11.2,1310.89,300,4.8,6.3,Atrasado,Nenhuma
1621,20240509,39,36,6,3,4,23.3,2617.68,590,9.5,9.1,No Prazo,Nenhuma
1622,20240509,28,22,15,2,1,39.4,2541.14,410,6.6,7.0,Atrasado,Trânsito/Rota
1623,20240510,26,15,5,1,1,11.4,1743.81,430,6.9,6.8,No Prazo,Nenhuma
1624,20240510,13,5,30,19,3,36.0,1350.97,300,4.8,6.4,Atrasado,Nenhuma
1625,20240510,18,31,24,13,3,43.9,6033.16,1370,22.1,21.4,No Prazo,Atraso em Carga/Descarga
1626,20240510,20,13,23,18,5,5.8,2756.5,550,8.9,8.2,No Prazo,Nenhuma
1627,20240510,6,37,16,18,5,10.0,2424.38,550,8.9,8.4,No Prazo,Nenhuma
1628,20240510,31,2,18,12,1,50.5,3339.85,590,9.5,9.9,No Prazo,Nenhuma
1629,20240510,21,11,16,10,1,30.8,4793.81,930,15.0,19.7,Atrasado,Atraso em Carga/Descarga
1630,20240510,27,28,18,18,5,56.1,3313.42,550,8.9,11.6,Atrasado,Nenhuma
1631,20240510,13,20,8,8,3,46.5,4162.69,930,15.0,19.5,Atrasado,Nenhuma
1632,20240510,6,28,25,2,5,11.3,1863.67,410,6.6,6.9,No Prazo,Nenhuma
1633,20240510,40,32,4,4,4,12.9,3188.05,550,8.9,9.3,No Prazo,Nenhuma
1634,20240510,40,36,13,14,4,10.9,4692.24,800,12.9,12.8,No Prazo,Nenhuma
1635,20240510,30,24,4,12,4,42.5,2875.95,590,9.5,10.9,Atrasado,Pane Mecânica
1636,20240510,36,22,13,17,1,6.0,570.8,100,1.6,2.1,Atrasado,Nenhuma
1637,20240510,25,35,12,1,5,11.8,2373.25,430,6.9,6.7,No Prazo,Nenhuma
1638,20240510,37,6,11,14,1,17.8,4176.55,800,12.9,12.2,No Prazo,Nenhuma
1639,20240511,28,6,7,19,1,37.0,1383.21,300,4.8,6.5,Atrasado,Nenhuma
1640,20240511,8,11,26,13,1,8.6,6852.2,1370,22.1,24.6,Atrasado,Trânsito/Rota
1641,20240511,17,35,7,19,5,13.5,1719.44,300,4.8,4.8,No Prazo,Nenhuma
1642,20240511,13,20,2,3,3,36.9,3560.19,590,9.5,9.5,No Prazo,Problema Documental
1643,20240512,20,13,2,13,5,3.8,8371.92,1370,22.1,28.9,Atrasado,Nenhuma
1644,20240512,15,30,7,10,1,44.1,5250.28,930,15.0,20.1,Atrasado,Nenhuma
1645,20240512,21,15,11,15,1,34.3,1025.24,210,3.4,3.4,No Prazo,Nenhuma
1646,20240513,35,20,6,11,3,4.5,2019.8,410,6.6,6.9,No Prazo,Nenhuma
1647,20240513,20,37,11,5,5,4.3,6528.48,1370,22.1,28.4,Atrasado,Trânsito/Rota
1648,20240513,11,4,2,8,3,4.6,4291.5,930,15.0,14.1,No Prazo,Pane Mecânica
1649,20240513,36,27,30,3,1,5.4,3425.71,590,9.5,9.5,No Prazo,Nenhuma
1650,20240513,9,8,17,7,2,23.7,934.57,210,3.4,3.3,No Prazo,Trânsito/Rota
1651,20240513,16,32,3,3,4,4.3,3615.24,590,9.5,13.5,Atrasado,Nenhuma
1652,20240513,20,37,24,3,5,3.9,2731.0,590,9.5,10.2,Atrasado,Trânsito/Rota
1653,20240513,39,24,11,9,4,26.6,10328.13,1960,31.6,32.5,No Prazo,Nenhuma
1654,20240513,5,6,29,3,1,25.2,3498.8,590,9.5,12.0,Atrasado,Pane Mecânica
1655,20240513,9,21,18,14,2,26.6,3503.19,800,12.9,15.9,Atrasado,Nenhuma
1656,20240513,19,12,3,15,5,26.1,1264.8,210,3.4,3.8,Atrasado,Nenhuma
1657,20240513,24,10,15,20,4,36.0,5329.43,930,15.0,14.8,No Prazo,Nenhuma
1658,20240513,12,37,22,9,5,11.9,10201.75,1960,31.6,30.4,No Prazo,Atraso em Carga/Descarga
1659,20240513,18,7,17,13,3,44.1,8278.7,1370,22.1,22.7,No Prazo,Nenhuma
1660,20240513,9,26,7,2,2,35.2,1723.73,410,6.6,6.2,No Prazo,Nenhuma
1661,20240513,18,33,7,16,3,55.7,1652.72,315,5.1,5.2,No Prazo,Nenhuma
1662,20240513,17,13,7,7,5,10.0,972.08,210,3.4,4.7,Atrasado,Nenhuma
1663,20240513,4,2,19,5,1,3.6,5799.82,1370,22.1,20.8,No Prazo,Nenhuma
1664,20240514,6,12,13,8,5,11.8,4790.61,930,15.0,14.8,No Prazo,Atraso em Carga/Descarga
1665,20240514,42,28,14,13,5,5.7,8093.52,1370,22.1,21.7,No Prazo,Nenhuma
1666,20240514,17,29,7,18,5,11.7,2760.2,550,8.9,9.3,No Prazo,Trânsito/Rota
1667,20240514,10,14,3,6,2,24.5,3887.85,800,12.9,12.6,No Prazo,Nenhuma
1668,20240514,41,33,16,13,3,36.4,7215.59,1370,22.1,20.7,No Prazo,Trânsito/Rota
1669,20240514,31,15,9,8,1,53.4,5391.11,930,15.0,13.9,No Prazo,Nenhuma
1670,20240514,3,17,30,3,5,4.1,3340.52,590,9.5,9.1,No Prazo,Nenhuma
1671,20240514,17,13,23,19,5,10.7,1677.36,300,4.8,4.5,No Prazo,Nenhuma
1672,20240514,13,7,2,20,3,39.2,4706.49,930,15.0,14.2,No Prazo,Trânsito/Rota
1673,20240514,29,6,22,8,1,11.4,4984.26,930,15.0,19.5,Atrasado,Nenhuma
1674,20240514,30,32,27,19,4,46.5,1686.53,300,4.8,4.9,No Prazo,Nenhuma
1675,20240514,41,4,25,14,3,27.4,4246.75,800,12.9,12.2,No Prazo,Nenhuma
1676,20240514,15,1,18,12,1,56.7,3321.59,590,9.5,9.1,No Prazo,Nenhuma
1677,20240514,19,37,14,12,5,27.7,2890.72,590,9.5,8.8,No Prazo,Trânsito/Rota
1678,20240514,35,4,28,18,3,5.4,2800.46,550,8.9,9.6,Atrasado,Nenhuma
1679,20240515,17,37,8,7,5,9.7,1138.72,210,3.4,3.2,No Prazo,Pane Mecânica
1680,20240515,28,22,21,17,1,49.1,443.61,100,1.6,1.5,No Prazo,Nenhuma
1681,20240515,35,5,20,3,3,5.3,3243.15,590,9.5,9.8,No Prazo,Nenhuma
1682,20240515,7,13,3,5,5,4.0,7745.45,1370,22.1,22.1,No Prazo,Nenhuma
1683,20240515,21,6,28,8,1,27.0,4484.83,930,15.0,14.2,No Prazo,Nenhuma
1684,20240515,14,37,15,16,5,5.2,1537.52,315,5.1,5.3,No Prazo,Nenhuma
1685,20240515,31,2,21,11,1,45.2,2395.24,410,6.6,6.1,No Prazo,Nenhuma
1686,20240515,38,29,3,19,5,43.2,1445.4,300,4.8,4.6,No Prazo,Atraso em Carga/Descarga
1687,20240515,32,24,23,11,4,20.5,1831.37,410,6.6,6.6,No Prazo,Nenhuma
1688,20240515,40,24,25,18,4,12.9,3141.97,550,8.9,9.2,No Prazo,Nenhuma
1689,20240516,7,29,28,15,5,3.8,1053.83,210,3.4,3.5,No Prazo,Nenhuma
1690,20240516,22,8,27,4,2,8.7,2740.68,550,8.9,12.3,Atrasado,Nenhuma
1691,20240516,10,14,15,19,2,23.6,1627.14,300,4.8,4.5,No Prazo,Nenhuma
1692,20240516,32,32,25,14,4,21.5,4216.96,800,12.9,12.6,No Prazo,Nenhuma
1693,20240516,30,10,5,10,4,46.8,5234.4,930,15.0,18.4,Atrasado,Nenhuma
1694,20240516,8,11,15,15,1,9.1,864.01,210,3.4,3.2,No Prazo,Trânsito/Rota
1695,20240516,6,28,19,14,5,9.0,4621.91,800,12.9,12.7,No Prazo,Nenhuma
1696,20240516,34,25,20,11,2,5.7,1903.72,410,6.6,6.9,No Prazo,Nenhuma
1697,20240516,9,9,20,12,2,35.2,2666.1,590,9.5,12.2,Atrasado,Nenhuma
1698,20240516,38,17,28,17,5,40.8,555.86,100,1.6,1.9,Atrasado,Nenhuma
1699,20240516,1,3,25,9,3,11.0,8640.13,1960,31.6,45.8,Atrasado,Atraso em Carga/Descarga
1700,20240516,4,11,29,7,1,4.0,1142.13,210,3.4,3.2,No Prazo,Nenhuma
1701,20240516,18,3,19,7,3,56.8,876.37,210,3.4,3.2,No Prazo,Nenhuma
1702,20240516,17,12,8,7,5,8.9,1119.26,210,3.4,3.4,No Prazo,Trânsito/Rota
1703,20240517,30,36,8,4,4,48.5,3151.17,550,8.9,12.4,Atrasado,Nenhuma
1704,20240517,27,17,2,13,5,41.2,7162.33,1370,22.1,21.9,No Prazo,Nenhuma
1705,20240517,26,22,17,2,1,8.8,1834.14,410,6.6,6.3,No Prazo,Nenhuma
1706,20240517,14,34,10,11,5,5.5,2191.94,410,6.6,6.7,No Prazo,Nenhuma
1707,20240517,24,10,1,18,4,40.5,3211.49,550,8.9,8.7,No Prazo,Nenhuma
1708,20240517,23,24,3,19,4,5.5,1720.41,300,4.8,5.4,Atrasado,Nenhuma
1709,20240517,37,1,17,5,1,25.6,6695.11,1370,22.1,21.8,No Prazo,Nenhuma
1710,20240517,35,7,4,16,3,5.2,1483.08,315,5.1,5.1,No Prazo,Nenhuma
1711,20240517,8,11,7,19,1,10.6,1469.11,300,4.8,4.7,No Prazo,Trânsito/Rota
1712,20240517,11,3,20,11,3,5.6,2532.88,410,6.6,8.8,Atrasado,Pane Mecânica
1713,20240517,35,4,20,7,3,4.9,1084.87,210,3.4,3.4,No Prazo,Nenhuma
1714,20240517,2,37,13,3,5,4.4,2403.14,590,9.5,9.6,No Prazo,Nenhuma
1715,20240517,11,4,10,20,3,4.1,5032.66,930,15.0,18.1,Atrasado,Nenhuma
1716,20240517,27,35,10,2,5,51.2,1671.46,410,6.6,6.1,No Prazo,Nenhuma
1717,20240517,28,30,16,20,1,36.3,4343.4,930,15.0,19.4,Atrasado,Nenhuma
1718,20240517,15,27,2,10,1,40.5,4437.19,930,15.0,14.3,No Prazo,Nenhuma
1719,20240518,39,36,17,6,4,25.1,4786.1,800,12.9,16.9,Atrasado,Nenhuma
1720,20240518,24,23,17,4,4,45.0,3247.32,550,8.9,9.6,Atrasado,Nenhuma
1721,20240518,35,31,18,17,3,5.7,447.74,100,1.6,1.8,Atrasado,Nenhuma
1722,20240518,23,10,8,6,4,5.6,3396.15,800,12.9,12.0,No Prazo,Nenhuma
1723,20240518,2,34,3,20,5,6.0,4188.34,930,15.0,15.4,No Prazo,Trânsito/Rota
1724,20240518,4,27,26,18,1,4.4,3114.46,550,8.9,9.3,No Prazo,Nenhuma
1725,20240518,3,28,16,20,5,5.9,4666.76,930,15.0,13.9,No Prazo,Pane Mecânica
1726,20240519,14,35,18,6,5,4.0,3553.28,800,12.9,12.9,No Prazo,Nenhuma
1727,20240519,20,28,16,13,5,4.6,7509.1,1370,22.1,26.1,Atrasado,Nenhuma
1728,20240519,1,5,26,20,3,9.1,4782.45,930,15.0,15.6,No Prazo,Nenhuma
1729,20240519,31,15,28,8,1,55.1,3949.87,930,15.0,15.0,No Prazo,Nenhuma
1730,20240519,7,12,19,18,5,4.0,2286.13,550,8.9,9.2,No Prazo,Atraso em Carga/Descarga
1731,20240519,9,8,30,19,2,26.8,1687.73,300,4.8,6.5,Atrasado,Nenhuma
1732,20240519,10,18,21,16,2,19.6,1482.36,315,5.1,5.1,No Prazo,Nenhuma
1733,20240520,27,29,29,1,5,40.4,2010.85,430,6.9,6.7,No Prazo,Nenhuma
1734,20240520,38,17,7,11,5,42.3,2012.39,410,6.6,6.8,No Prazo,Nenhuma
1735,20240520,23,24,21,8,4,4.0,5536.91,930,15.0,14.9,No Prazo,Problema Documental
1736,20240520,20,13,20,1,5,4.6,2329.39,430,6.9,6.7,No Prazo,Atraso em Carga/Descarga
1737,20240520,31,15,5,15,1,46.8,1129.71,210,3.4,3.2,No Prazo,Nenhuma
1738,20240520,9,8,18,16,2,26.1,1845.92,315,5.1,5.0,No Prazo,Nenhuma
1739,20240520,11,4,27,6,3,4.4,4195.33,800,12.9,15.3,Atrasado,Nenhuma
1740,20240520,3,17,16,6,5,4.5,4489.36,800,12.9,12.4,No Prazo,Trânsito/Rota
1741,20240520,28,30,10,17,1,38.5,460.66,100,1.6,1.6,No Prazo,Nenhuma
1742,20240520,1,20,9,6,3,11.9,4256.95,800,12.9,16.1,Atrasado,Nenhuma
1743,20240520,9,14,27,3,2,32.9,3082.56,590,9.5,8.8,No Prazo,Atraso em Carga/Descarga
1744,20240520,23,24,15,4,4,4.2,3369.03,550,8.9,8.7,No Prazo,Nenhuma
1745,20240520,12,35,7,5,5,11.6,6909.42,1370,22.1,21.2,No Prazo,Nenhuma
1746,20240520,20,28,26,1,5,5.3,2285.83,430,6.9,6.5,No Prazo,Nenhuma
1747,20240521,1,7,6,16,3,13.8,1836.35,315,5.1,7.0,Atrasado,Nenhuma
1748,20240521,24,10,5,14,4,38.0,3150.19,800,12.9,15.2,Atrasado,Nenhuma
1749,20240521,34,21,18,10,2,4.2,3987.07,930,15.0,15.1,No Prazo,Trânsito/Rota
1750,20240521,19,34,12,6,5,27.7,3935.13,800,12.9,13.0,No Prazo,Nenhuma
1751,20240521,20,34,10,8,5,5.8,5153.24,930,15.0,15.3,No Prazo,Nenhuma
1752,20240521,24,32,23,4,4,37.1,2938.01,550,8.9,12.6,Atrasado,Pane Mecânica
1753,20240521,8,15,2,16,1,12.5,1525.63,315,5.1,5.0,No Prazo,Nenhuma
1754,20240521,21,2,22,10,1,30.9,4235.73,930,15.0,18.1,Atrasado,Nenhuma
1755,20240521,15,2,10,8,1,53.0,5007.57,930,15.0,19.7,Atrasado,Nenhuma
1756,20240521,40,10,10,4,4,9.5,2451.12,550,8.9,8.9,No Prazo,Nenhuma
1757,20240521,25,37,24,12,5,10.0,2936.8,590,9.5,9.9,No Prazo,Nenhuma
1758,20240521,5,27,25,11,1,24.6,2283.8,410,6.6,6.1,No Prazo,Nenhuma
1759,20240521,3,29,23,5,5,3.8,8096.77,1370,22.1,21.2,No Prazo,Nenhuma
1760,20240521,20,34,4,11,5,4.5,2027.92,410,6.6,8.0,Atrasado,Nenhuma
1761,20240521,20,35,23,15,5,4.3,973.98,210,3.4,3.5,No Prazo,Nenhuma
1762,20240521,20,29,16,15,5,4.5,1030.45,210,3.4,3.3,No Prazo,Pane Mecânica
1763,20240521,39,23,5,18,4,26.8,2772.8,550,8.9,8.4,No Prazo,Nenhuma
1764,20240521,4,27,16,10,1,5.8,4701.57,930,15.0,20.2,Atrasado,Nenhuma
1765,20240521,24,36,6,8,4,35.3,4134.79,930,15.0,14.5,No Prazo,Trânsito/Rota
1766,20240521,18,31,18,4,3,49.8,2469.65,550,8.9,9.1,No Prazo,Nenhuma
1767,20240521,28,1,14,10,1,38.3,4217.84,930,15.0,15.0,No Prazo,Nenhuma
1768,20240521,10,14,30,16,2,20.1,1338.55,315,5.1,4.7,No Prazo,Nenhuma
