id_custo,id_data,id_filial,categoria_custo,valor
3326,20240513,5,Manutenção,3451.04
3327,20240513,5,Pedágio,1541.66
3328,20240513,5,Motorista (Salário/Diária),2816.58
3329,20240513,5,Seguro,904.84
3330,20240513,5,Outros,501.79
3331,20240514,1,Combustível,5109.76
3332,20240514,1,Manutenção,2062.09
3333,20240514,1,Pedágio,1093.66
3334,20240514,1,Motorista (Salário/Diária),1739.95
3335,20240514,1,Seguro,554.33
3336,20240514,1,Outros,362.36
3337,20240514,2,Combustível,1286.2
3338,20240514,2,Manutenção,585.55
3339,20240514,2,Pedágio,312.46
3340,20240514,2,Motorista (Salário/Diária),431.65
3341,20240514,2,Seguro,146.56
3342,20240514,2,Outros,86.77
3343,20240514,3,Combustível,7119.35
3344,20240514,3,Manutenção,2681.39
3345,20240514,3,Pedágio,1478.77
3346,20240514,3,Motorista (Salário/Diária),2729.95
3347,20240514,3,Seguro,811.62
3348,20240514,3,Outros,394.65
3349,20240514,4,Combustível,573.73
3350,20240514,4,Manutenção,324.12
3351,20240514,4,Pedágio,164.93
3352,20240514,4,Motorista (Salário/Diária),211.23
3353,20240514,4,Seguro,77.02
3354,20240514,4,Outros,44.68
3355,20240514,5,Combustível,9378.64
3356,20240514,5,Manutenção,3269.96
3357,20240514,5,Pedágio,2001.56
3358,20240514,5,Motorista (Salário/Diária),3260.32
3359,20240514,5,Seguro,930.32
3360,20240514,5,Outros,562.27
3361,20240515,1,Combustível,2213.78
3362,20240515,1,Manutenção,1179.05
3363,20240515,1,Pedágio,484.42
3364,20240515,1,Motorista (Salário/Diária),992.85
3365,20240515,1,Seguro,298.45
3366,20240515,1,Outros,155.82
3367,20240515,3,Combustível,1186.16
3368,20240515,3,Manutenção,569.72
3369,20240515,3,Pedágio,309.56
3370,20240515,3,Motorista (Salário/Diária),449.73
3371,20240515,3,Seguro,149.09
3372,20240515,3,Outros,92.87
3373,20240515,4,Combustível,1772.69
3374,20240515,4,Manutenção,657.6
3375,20240515,4,Pedágio,360.09
3376,20240515,4,Motorista (Salário/Diária),599.09
3377,20240515,4,Seguro,202.95
3378,20240515,4,Outros,107.61
3379,20240515,5,Combustível,4036.06
3380,20240515,5,Manutenção,1561.99
3381,20240515,5,Pedágio,876.87
3382,20240515,5,Motorista (Salário/Diária),1278.56
3383,20240515,5,Seguro,393.24
3384,20240515,5,Outros,229.13
3385,20240516,1,Combustível,735.43
3386,20240516,1,Manutenção,281.19
3387,20240516,1,Pedágio,140.53
3388,20240516,1,Motorista (Salário/Diária),228.75
3389,20240516,1,Seguro,72.29
3390,20240516,1,Outros,52.94
3391,20240516,2,Combustível,3433.4
3392,20240516,2,Manutenção,1458.58
3393,20240516,2,Pedágio,660.03
3394,20240516,2,Motorista (Salário/Diária),1089.97
3395,20240516,2,Seguro,358.98
3396,20240516,2,Outros,192.52
3397,20240516,3,Combustível,4123.5
3398,20240516,3,Manutenção,1417.03
3399,20240516,3,Pedágio,694.74
3400,20240516,3,Motorista (Salário/Diária),1507.73
3401,20240516,3,Seguro,442.87
3402,20240516,3,Outros,268.45
3403,20240516,4,Combustível,3354.39
3404,20240516,4,Manutenção,1347.25
3405,20240516,4,Pedágio,659.7
3406,20240516,4,Motorista (Salário/Diária),1265.3
3407,20240516,4,Seguro,370.42
3408,20240516,4,Outros,201.77
3409,20240516,5,Combustível,2631.75
3410,20240516,5,Manutenção,1245.47
3411,20240516,5,Pedágio,535.04
3412,20240516,5,Motorista (Salário/Diária),846.05
3413,20240516,5,Seguro,262.91
3414,20240516,5,Outros,164.06
3415,20240517,1,Combustível,6634.67
3416,20240517,1,Manutenção,3007.25
3417,20240517,1,Pedágio,1333.23
3418,20240517,1,Motorista (Salário/Diária),2713.52
3419,20240517,1,Seguro,681.18
3420,20240517,1,Outros,415.7
3421,20240517,3,Combustível,4167.34
3422,20240517,3,Manutenção,1950.52
3423,20240517,3,Pedágio,956.62
3424,20240517,3,Motorista (Salário/Diária),1315.51
3425,20240517,3,Seguro,388.61
3426,20240517,3,Outros,272.44
3427,20240517,4,Combustível,3027.08
3428,20240517,4,Manutenção,1128.54
3429,20240517,4,Pedágio,655.06
3430,20240517,4,Motorista (Salário/Diária),1228.71
3431,20240517,4,Seguro,357.77
3432,20240517,4,Outros,208.0
3433,20240517,5,Combustível,4522.29
3434,20240517,5,Manutenção,2112.57
3435,20240517,5,Pedágio,1073.2
3436,20240517,5,Motorista (Salário/Diária),2167.14
3437,20240517,5,Seguro,491.47
3438,20240517,5,Outros,333.15
3439,20240518,1,Combustível,1190.88
3440,20240518,1,Manutenção,455.36
3441,20240518,1,Pedágio,206.24
3442,20240518,1,Motorista (Salário/Diária),352.79
3443,20240518,1,Seguro,111.18
3444,20240518,1,Outros,80.2
3445,20240518,3,Combustível,158.46
3446,20240518,3,Manutenção,64.19
3447,20240518,3,Pedágio,34.11
3448,20240518,3,Motorista (Salário/Diária),53.89
3449,20240518,3,Seguro,15.75
3450,20240518,3,Outros,11.65
3451,20240518,4,Combustível,3589.51
3452,20240518,4,Manutenção,1499.91
3453,20240518,4,Pedágio,773.67
3454,20240518,4,Motorista (Salário/Diária),1524.6
3455,20240518,4,Seguro,408.17
3456,20240518,4,Outros,232.79
3457,20240518,5,Combustível,3725.59
3458,20240518,5,Manutenção,1636.72
3459,20240518,5,Pedágio,679.88
3460,20240518,5,Motorista (Salário/Diária),1377.28
3461,20240518,5,Seguro,348.12
3462,20240518,5,Outros,218.8
3463,20240519,1,Combustível,1436.39
3464,20240519,1,Manutenção,619.23
3465,20240519,1,Pedágio,311.33
3466,20240519,1,Motorista (Salário/Diária),491.97
3467,20240519,1,Seguro,184.41
3468,20240519,1,Outros,90.29
3469,20240519,2,Combustível,1184.19
3470,20240519,2,Manutenção,534.55
3471,20240519,2,Pedágio,299.74
3472,20240519,2,Motorista (Salário/Diária),501.11
3473,20240519,2,Seguro,143.51
3474,20240519,2,Outros,69.06
3475,20240519,3,Combustível,1889.7
3476,20240519,3,Manutenção,695.62
3477,20240519,3,Pedágio,367.63
3478,20240519,3,Motorista (Salário/Diária),641.47
3479,20240519,3,Seguro,205.8
3480,20240519,3,Outros,93.3
3481,20240519,5,Combustível,4339.06
3482,20240519,5,Manutenção,2395.11
3483,20240519,5,Pedágio,970.92
3484,20240519,5,Motorista (Salário/Diária),2108.86
3485,20240519,5,Seguro,569.93
3486,20240519,5,Outros,381.21
3487,20240520,1,Combustível,554.56
3488,20240520,1,Manutenção,298.51
3489,20240520,1,Pedágio,120.67
3490,20240520,1,Motorista (Salário/Diária),216.98
3491,20240520,1,Seguro,64.13
3492,20240520,1,Outros,34.43
3493,20240520,2,Combustível,2031.82
3494,20240520,2,Manutenção,899.01
3495,20240520,2,Pedágio,450.54
3496,20240520,2,Motorista (Salário/Diária),753.35
3497,20240520,2,Seguro,203.13
3498,20240520,2,Outros,114.62
3499,20240520,3,Combustível,2924.86
3500,20240520,3,Manutenção,1363.7
3501,20240520,3,Pedágio,605.63
3502,20240520,3,Motorista (Salário/Diária),1016.14
3503,20240520,3,Seguro,299.28
3504,20240520,3,Outros,186.55
3505,20240520,4,Combustível,3414.5
3506,20240520,4,Manutenção,1601.64
3507,20240520,4,Pedágio,666.81
3508,20240520,4,Motorista (Salário/Diária),1293.71
3509,20240520,4,Seguro,375.21
3510,20240520,4,Outros,198.08
3511,20240520,5,Combustível,6445.99
3512,20240520,5,Manutenção,3491.04
3513,20240520,5,Pedágio,1719.57
3514,20240520,5,Motorista (Salário/Diária),3035.63
3515,20240520,5,Seguro,802.64
3516,20240520,5,Outros,478.53
3517,20240521,1,Combustível,9177.17
3518,20240521,1,Manutenção,3512.23
3519,20240521,1,Pedágio,1897.08
3520,20240521,1,Motorista (Salário/Diária),3395.65
3521,20240521,1,Seguro,780.9
3522,20240521,1,Outros,475.13
3523,20240521,2,Combustível,3423.49
3524,20240521,2,Manutenção,1447.91
3525,20240521,2,Pedágio,760.81
3526,20240521,2,Motorista (Salário/Diária),1118.41
3527,20240521,2,Seguro,359.16
3528,20240521,2,Outros,201.52
3529,20240521,3,Combustível,1489.45
3530,20240521,3,Manutenção,756.53
3531,20240521,3,Pedágio,297.11
3532,20240521,3,Motorista (Salário/Diária),621.28
3533,20240521,3,Seguro,180.11
3534,20240521,3,Outros,92.4
3535,20240521,4,Combustível,6509.36
3536,20240521,4,Manutenção,2356.52
3537,20240521,4,Pedágio,1214.14
3538,20240521,4,Motorista (Salário/Diária),1880.6
3539,20240521,4,Seguro,649.58
3540,20240521,4,Outros,362.76
3541,20240521,5,Combustível,8348.3
3542,20240521,5,Manutenção,4374.66
3543,20240521,5,Pedágio,2107.24
3544,20240521,5,Motorista (Salário/Diária),3735.81
3545,20240521,5,Seguro,1093.11
3546,20240521,5,Outros,582.13
3547,20240522,1,Combustível,6856.89
3548,20240522,1,Manutenção,3331.26
3549,20240522,1,Pedágio,1727.29
3550,20240522,1,Motorista (Salário/Diária),2592.68
3551,20240522,1,Seguro,883.44
3552,20240522,1,Outros,526.9
3553,20240522,4,Combustível,4251.74
3554,20240522,4,Manutenção,2020.11
3555,20240522,4,Pedágio,953.99
3556,20240522,4,Motorista (Salário/Diária),1697.12
3557,20240522,4,Seguro,445.01
3558,20240522,4,Outros,310.91
3559,20240522,5,Combustível,5516.92
3560,20240522,5,Manutenção,2648.13
3561,20240522,5,Pedágio,1371.47
3562,20240522,5,Motorista (Salário/Diária),2366.28
3563,20240522,5,Seguro,659.0
3564,20240522,5,Outros,393.73
3565,20240523,1,Combustível,8704.72
3566,20240523,1,Manutenção,3825.1
3567,20240523,1,Pedágio,2096.53
3568,20240523,1,Motorista (Salário/Diária),3111.26
3569,20240523,1,Seguro,864.19
3570,20240523,1,Outros,589.76
3571,20240523,2,Combustível,3954.39
3572,20240523,2,Manutenção,1872.48
3573,20240523,2,Pedágio,1021.07
3574,20240523,2,Motorista (Salário/Diária),1430.21
3575,20240523,2,Seguro,485.52
3576,20240523,2,Outros,262.31
3577,20240523,3,Combustível,1082.81
3578,20240523,3,Manutenção,566.08
3579,20240523,3,Pedágio,287.58
3580,20240523,3,Motorista (Salário/Diária),432.15
3581,20240523,3,Seguro,114.15
3582,20240523,3,Outros,82.57
3583,20240523,4,Combustível,8249.69
3584,20240523,4,Manutenção,4362.84
3585,20240523,4,Pedágio,2174.92
3586,20240523,4,Motorista (Salário/Diária),3658.47
3587,20240523,4,Seguro,926.07
3588,20240523,4,Outros,671.32
3589,20240523,5,Combustível,2746.62
3590,20240523,5,Manutenção,1273.22
3591,20240523,5,Pedágio,581.35
3592,20240523,5,Motorista (Salário/Diária),967.06
3593,20240523,5,Seguro,327.72
3594,20240523,5,Outros,223.14
3595,20240524,1,Combustível,3508.29
3596,20240524,1,Manutenção,1954.94
3597,20240524,1,Pedágio,983.96
3598,20240524,1,Motorista (Salário/Diária),1511.4
3599,20240524,1,Seguro,478.37
3600,20240524,1,Outros,275.61
3601,20240524,2,Combustível,376.64
3602,20240524,2,Manutenção,196.25
3603,20240524,2,Pedágio,91.98
3604,20240524,2,Motorista (Salário/Diária),160.98
3605,20240524,2,Seguro,42.64
3606,20240524,2,Outros,28.75
3607,20240524,3,Combustível,328.29
3608,20240524,3,Manutenção,139.0
3609,20240524,3,Pedágio,73.06
3610,20240524,3,Motorista (Salário/Diária),132.22
3611,20240524,3,Seguro,31.16
3612,20240524,3,Outros,20.39
3613,20240524,4,Combustível,408.04
3614,20240524,4,Manutenção,183.32
3615,20240524,4,Pedágio,77.17
3616,20240524,4,Motorista (Salário/Diária),133.79
3617,20240524,4,Seguro,46.94
3618,20240524,4,Outros,28.47
3619,20240524,5,Combustível,5980.45
3620,20240524,5,Manutenção,2471.8
3621,20240524,5,Pedágio,1151.4
3622,20240524,5,Motorista (Salário/Diária),1828.31
3623,20240524,5,Seguro,623.0
3624,20240524,5,Outros,377.93
3625,20240525,1,Combustível,157.14
3626,20240525,1,Manutenção,83.35
3627,20240525,1,Pedágio,41.66
3628,20240525,1,Motorista (Salário/Diária),68.91
3629,20240525,1,Seguro,20.93
3630,20240525,1,Outros,12.65
3631,20240525,2,Combustível,2127.89
3632,20240525,2,Manutenção,852.63
3633,20240525,2,Pedágio,390.96
3634,20240525,2,Motorista (Salário/Diária),749.94
3635,20240525,2,Seguro,239.07
3636,20240525,2,Outros,130.98
3637,20240525,5,Combustível,972.25
3638,20240525,5,Manutenção,450.41
3639,20240525,5,Pedágio,277.75
3640,20240525,5,Motorista (Salário/Diária),459.44
3641,20240525,5,Seguro,131.08
3642,20240525,5,Outros,67.54
3643,20240526,5,Combustível,4835.02
3644,20240526,5,Manutenção,1792.13
3645,20240526,5,Pedágio,1058.6
3646,20240526,5,Motorista (Salário/Diária),1499.14
3647,20240526,5,Seguro,558.25
3648,20240526,5,Outros,271.83
3649,20240527,1,Combustível,4781.04
3650,20240527,1,Manutenção,1960.1
3651,20240527,1,Pedágio,1020.01
3652,20240527,1,Motorista (Salário/Diária),2033.2
3653,20240527,1,Seguro,572.54
3654,20240527,1,Outros,347.64
3655,20240527,2,Combustível,702.49
3656,20240527,2,Manutenção,286.16
3657,20240527,2,Pedágio,156.26
3658,20240527,2,Motorista (Salário/Diária),283.7
3659,20240527,2,Seguro,84.41
3660,20240527,2,Outros,51.44
3661,20240527,3,Combustível,4515.05
3662,20240527,3,Manutenção,1820.62
3663,20240527,3,Pedágio,879.18
3664,20240527,3,Motorista (Salário/Diária),1543.52
3665,20240527,3,Seguro,473.9
3666,20240527,3,Outros,280.89
3667,20240527,4,Combustível,5848.14
3668,20240527,4,Manutenção,2476.36
3669,20240527,4,Pedágio,1308.51
3670,20240527,4,Motorista (Salário/Diária),2088.3
3671,20240527,4,Seguro,631.96
3672,20240527,4,Outros,362.51
3673,20240527,5,Combustível,6485.73
3674,20240527,5,Manutenção,3447.15
3675,20240527,5,Pedágio,1369.02
3676,20240527,5,Motorista (Salário/Diária),2337.4
3677,20240527,5,Seguro,684.35
3678,20240527,5,Outros,449.49
3679,20240528,1,Combustível,2876.43
3680,20240528,1,Manutenção,1468.63
3681,20240528,1,Pedágio,768.77
3682,20240528,1,Motorista (Salário/Diária),1123.2
3683,20240528,1,Seguro,359.7
3684,20240528,1,Outros,200.51
3685,20240528,2,Combustível,3857.73
3686,20240528,2,Manutenção,1644.64
3687,20240528,2,Pedágio,789.41
3688,20240528,2,Motorista (Salário/Diária),1461.82
3689,20240528,2,Seguro,523.81
3690,20240528,2,Outros,293.49
3691,20240528,3,Combustível,1659.28
3692,20240528,3,Manutenção,886.06
3693,20240528,3,Pedágio,444.5
3694,20240528,3,Motorista (Salário/Diária),612.86
3695,20240528,3,Seguro,210.24
3696,20240528,3,Outros,128.22
3697,20240528,5,Combustível,10320.33
3698,20240528,5,Manutenção,4431.11
3699,20240528,5,Pedágio,2080.88
3700,20240528,5,Motorista (Salário/Diária),3672.47
3701,20240528,5,Seguro,1248.65
3702,20240528,5,Outros,621.68
3703,20240529,1,Combustível,5162.41
3704,20240529,1,Manutenção,2370.21
3705,20240529,1,Pedágio,986.39
3706,20240529,1,Motorista (Salário/Diária),1623.41
3707,20240529,1,Seguro,572.7
3708,20240529,1,Outros,325.15
3709,20240529,2,Combustível,691.23
3710,20240529,2,Manutenção,265.15
3711,20240529,2,Pedágio,159.08
3712,20240529,2,Motorista (Salário/Diária),262.25
3713,20240529,2,Seguro,68.85
3714,20240529,2,Outros,40.72
3715,20240529,4,Combustível,6781.51
3716,20240529,4,Manutenção,2823.66
3717,20240529,4,Pedágio,1197.07
3718,20240529,4,Motorista (Salário/Diária),2541.08
3719,20240529,4,Seguro,599.93
3720,20240529,4,Outros,451.09
3721,20240529,5,Combustível,4525.52
3722,20240529,5,Manutenção,2128.76
3723,20240529,5,Pedágio,899.74
3724,20240529,5,Motorista (Salário/Diária),1671.29
3725,20240529,5,Seguro,465.31
3726,20240529,5,Outros,289.66
3727,20240530,1,Combustível,7132.94
3728,20240530,1,Manutenção,3820.94
3729,20240530,1,Pedágio,1673.96
3730,20240530,1,Motorista (Salário/Diária),3014.44
3731,20240530,1,Seguro,1041.2
3732,20240530,1,Outros,552.3
3733,20240530,2,Combustível,3327.53
3734,20240530,2,Manutenção,1649.0
3735,20240530,2,Pedágio,856.61
3736,20240530,2,Motorista (Salário/Diária),1594.02
3737,20240530,2,Seguro,450.01
3738,20240530,2,Outros,243.32
3739,20240530,4,Combustível,6245.22
3740,20240530,4,Manutenção,2116.83
3741,20240530,4,Pedágio,1135.02
3742,20240530,4,Motorista (Salário/Diária),2269.16
3743,20240530,4,Seguro,624.09
3744,20240530,4,Outros,376.71
3745,20240530,5,Combustível,3919.27
3746,20240530,5,Manutenção,1665.05
3747,20240530,5,Pedágio,922.91
3748,20240530,5,Motorista (Salário/Diária),1547.78
3749,20240530,5,Seguro,491.72
3750,20240530,5,Outros,271.24
3751,20240531,1,Combustível,7747.82
3752,20240531,1,Manutenção,2676.39
3753,20240531,1,Pedágio,1425.19
3754,20240531,1,Motorista (Salário/Diária),2460.75
3755,20240531,1,Seguro,655.7
3756,20240531,1,Outros,445.3
3757,20240531,3,Combustível,4230.78
3758,20240531,3,Manutenção,1557.36
3759,20240531,3,Pedágio,870.79
3760,20240531,3,Motorista (Salário/Diária),1260.11
3761,20240531,3,Seguro,397.5
3762,20240531,3,Outros,227.09
3763,20240531,4,Combustível,4545.6
3764,20240531,4,Manutenção,2069.43
3765,20240531,4,Pedágio,1040.92
3766,20240531,4,Motorista (Salário/Diária),1645.28
3767,20240531,4,Seguro,468.23
3768,20240531,4,Outros,325.78
3769,20240531,5,Combustível,1041.47
3770,20240531,5,Manutenção,388.26
3771,20240531,5,Pedágio,208.78
3772,20240531,5,Motorista (Salário/Diária),399.99
3773,20240531,5,Seguro,104.07
3774,20240531,5,Outros,73.43
3775,20240601,1,Combustível,6101.49
3776,20240601,1,Manutenção,2255.16
3777,20240601,1,Pedágio,1167.11
3778,20240601,1,Motorista (Salário/Diária),2080.89
3779,20240601,1,Seguro,705.07
3780,20240601,1,Outros,442.65
3781,20240601,4,Combustível,5297.69
3782,20240601,4,Manutenção,2743.35
3783,20240601,4,Pedágio,1289.5
3784,20240601,4,Motorista (Salário/Diária),1911.06
3785,20240601,4,Seguro,692.07
3786,20240601,4,Outros,387.24
3787,20240601,5,Combustível,2000.5
3788,20240601,5,Manutenção,797.99
3789,20240601,5,Pedágio,413.04
3790,20240601,5,Motorista (Salário/Diária),603.21
3791,20240601,5,Seguro,173.24
3792,20240601,5,Outros,119.43
3793,20240602,1,Combustível,7962.31
3794,20240602,1,Manutenção,3509.78
3795,20240602,1,Pedágio,1792.83
3796,20240602,1,Motorista (Salário/Diária),2983.73
3797,20240602,1,Seguro,806.99
3798,20240602,1,Outros,427.14
3799,20240602,3,Combustível,1749.68
3800,20240602,3,Manutenção,822.12
3801,20240602,3,Pedágio,412.85
3802,20240602,3,Motorista (Salário/Diária),743.03
3803,20240602,3,Seguro,175.95
3804,20240602,3,Outros,129.86
3805,20240602,4,Combustível,1047.78
3806,20240602,4,Manutenção,480.09
3807,20240602,4,Pedágio,200.87
3808,20240602,4,Motorista (Salário/Diária),399.86
3809,20240602,4,Seguro,93.69
3810,20240602,4,Outros,71.0
3811,20240602,5,Combustível,1938.36
3812,20240602,5,Manutenção,1092.77
3813,20240602,5,Pedágio,498.63
3814,20240602,5,Motorista (Salário/Diária),743.99
3815,20240602,5,Seguro,268.99
3816,20240602,5,Outros,137.7
3817,20240603,1,Combustível,9519.28
3818,20240603,1,Manutenção,3779.42
3819,20240603,1,Pedágio,1939.29
3820,20240603,1,Motorista (Salário/Diária),3486.31
3821,20240603,1,Seguro,997.01
3822,20240603,1,Outros,510.23
3823,20240603,3,Combustível,441.94
3824,20240603,3,Manutenção,226.63
3825,20240603,3,Pedágio,106.91
3826,20240603,3,Motorista (Salário/Diária),148.11
3827,20240603,3,Seguro,48.98
3828,20240603,3,Outros,25.85
3829,20240603,4,Combustível,4637.69
3830,20240603,4,Manutenção,1839.79
3831,20240603,4,Pedágio,1088.53
3832,20240603,4,Motorista (Salário/Diária),1482.81
3833,20240603,4,Seguro,539.33
3834,20240603,4,Outros,268.57
3835,20240603,5,Combustível,12955.41
3836,20240603,5,Manutenção,6079.51
3837,20240603,5,Pedágio,2638.43
3838,20240603,5,Motorista (Salário/Diária),4771.18
3839,20240603,5,Seguro,1548.46
3840,20240603,5,Outros,942.66
3841,20240604,1,Combustível,4606.25
3842,20240604,1,Manutenção,2069.74
3843,20240604,1,Pedágio,1112.49
3844,20240604,1,Motorista (Salário/Diária),2054.69
3845,20240604,1,Seguro,625.56
3846,20240604,1,Outros,331.59
3847,20240604,2,Combustível,4333.81
3848,20240604,2,Manutenção,1643.92
3849,20240604,2,Pedágio,858.8
3850,20240604,2,Motorista (Salário/Diária),1655.83
3851,20240604,2,Seguro,398.67
3852,20240604,2,Outros,310.53
3853,20240604,3,Combustível,1208.0
3854,20240604,3,Manutenção,528.96
3855,20240604,3,Pedágio,212.43
3856,20240604,3,Motorista (Salário/Diária),399.35
3857,20240604,3,Seguro,122.31
3858,20240604,3,Outros,64.36
3859,20240604,4,Combustível,4512.45
3860,20240604,4,Manutenção,2209.46
3861,20240604,4,Pedágio,989.63
3862,20240604,4,Motorista (Salário/Diária),1846.33
3863,20240604,4,Seguro,517.32
3864,20240604,4,Outros,316.5
3865,20240604,5,Combustível,3062.82
3866,20240604,5,Manutenção,1447.05
3867,20240604,5,Pedágio,620.18
3868,20240604,5,Motorista (Salário/Diária),1083.76
3869,20240604,5,Seguro,301.85
3870,20240604,5,Outros,164.08
3871,20240605,1,Combustível,10369.6
3872,20240605,1,Manutenção,4637.75
3873,20240605,1,Pedágio,1879.62
3874,20240605,1,Motorista (Salário/Diária),3697.08
3875,20240605,1,Seguro,1013.24
3876,20240605,1,Outros,669.24
3877,20240605,3,Combustível,7307.83
3878,20240605,3,Manutenção,3154.83
3879,20240605,3,Pedágio,1588.58
3880,20240605,3,Motorista (Salário/Diária),2512.39
3881,20240605,3,Seguro,711.57
3882,20240605,3,Outros,449.32
3883,20240605,4,Combustível,7335.44
3884,20240605,4,Manutenção,2891.09
3885,20240605,4,Pedágio,1662.21
3886,20240605,4,Motorista (Salário/Diária),2794.96
3887,20240605,4,Seguro,740.15
3888,20240605,4,Outros,444.65
3889,20240605,5,Combustível,14162.68
3890,20240605,5,Manutenção,6887.77
3891,20240605,5,Pedágio,2791.76
3892,20240605,5,Motorista (Salário/Diária),4688.62
3893,20240605,5,Seguro,1489.85
3894,20240605,5,Outros,956.81
3895,20240606,1,Combustível,2460.38
3896,20240606,1,Manutenção,1218.63
3897,20240606,1,Pedágio,514.77
3898,20240606,1,Motorista (Salário/Diária),969.48
3899,20240606,1,Seguro,295.4
3900,20240606,1,Outros,178.02
3901,20240606,2,Combustível,5940.5
3902,20240606,2,Manutenção,2130.42
3903,20240606,2,Pedágio,1344.51
3904,20240606,2,Motorista (Salário/Diária),2071.33
3905,20240606,2,Seguro,683.66
3906,20240606,2,Outros,399.79
3907,20240606,3,Combustível,6692.62
3908,20240606,3,Manutenção,3052.96
3909,20240606,3,Pedágio,1164.97
3910,20240606,3,Motorista (Salário/Diária),2649.08
3911,20240606,3,Seguro,765.24
3912,20240606,3,Outros,413.48
3913,20240606,4,Combustível,1784.8
3914,20240606,4,Manutenção,793.57
3915,20240606,4,Pedágio,420.47
3916,20240606,4,Motorista (Salário/Diária),751.58
3917,20240606,4,Seguro,235.2
3918,20240606,4,Outros,118.67
3919,20240606,5,Combustível,14372.25
3920,20240606,5,Manutenção,6582.02
3921,20240606,5,Pedágio,3129.18
3922,20240606,5,Motorista (Salário/Diária),5061.27
3923,20240606,5,Seguro,1557.19
3924,20240606,5,Outros,950.37
3925,20240607,1,Combustível,9525.83
3926,20240607,1,Manutenção,4315.48
3927,20240607,1,Pedágio,2285.32
3928,20240607,1,Motorista (Salário/Diária),3534.16
3929,20240607,1,Seguro,1278.15
3930,20240607,1,Outros,681.81
3931,20240607,2,Combustível,5630.27
3932,20240607,2,Manutenção,2553.35
3933,20240607,2,Pedágio,1504.17
3934,20240607,2,Motorista (Salário/Diária),2486.5
3935,20240607,2,Seguro,745.18
3936,20240607,2,Outros,360.89
3937,20240607,3,Combustível,3248.39
3938,20240607,3,Manutenção,1852.13
3939,20240607,3,Pedágio,910.77
3940,20240607,3,Motorista (Salário/Diária),1198.4
3941,20240607,3,Seguro,427.4
3942,20240607,3,Outros,231.01
3943,20240607,5,Combustível,2084.86
3944,20240607,5,Manutenção,1079.49
3945,20240607,5,Pedágio,507.06
3946,20240607,5,Motorista (Salário/Diária),949.4
3947,20240607,5,Seguro,287.16
3948,20240607,5,Outros,154.01
3949,20240608,1,Combustível,4630.52
3950,20240608,1,Manutenção,2309.55
3951,20240608,1,Pedágio,889.76
3952,20240608,1,Motorista (Salário/Diária),1653.52
3953,20240608,1,Seguro,447.59
3954,20240608,1,Outros,334.45
3955,20240608,2,Combustível,1442.58
3956,20240608,2,Manutenção,491.37
3957,20240608,2,Pedágio,244.75
3958,20240608,2,Motorista (Salário/Diária),494.34
3959,20240608,2,Seguro,144.5
3960,20240608,2,Outros,92.82
3961,20240608,4,Combustível,5492.3
3962,20240608,4,Manutenção,2261.06
3963,20240608,4,Pedágio,1018.7
3964,20240608,4,Motorista (Salário/Diária),2002.12
3965,20240608,4,Seguro,510.97
3966,20240608,4,Outros,321.17
3967,20240608,5,Combustível,1807.5
3968,20240608,5,Manutenção,896.45
3969,20240608,5,Pedágio,423.92
3970,20240608,5,Motorista (Salário/Diária),863.34
3971,20240608,5,Seguro,243.03
3972,20240608,5,Outros,152.89
3973,20240609,3,Combustível,1011.32
3974,20240609,3,Manutenção,554.02
3975,20240609,3,Pedágio,262.21
3976,20240609,3,Motorista (Salário/Diária),418.38
3977,20240609,3,Seguro,130.05
3978,20240609,3,Outros,67.27
3979,20240609,5,Combustível,363.67
3980,20240609,5,Manutenção,130.27
3981,20240609,5,Pedágio,70.77
3982,20240609,5,Motorista (Salário/Diária),134.84
3983,20240609,5,Seguro,40.52
3984,20240609,5,Outros,23.73
3985,20240610,1,Combustível,6114.5
3986,20240610,1,Manutenção,2533.27
3987,20240610,1,Pedágio,1093.71
3988,20240610,1,Motorista (Salário/Diária),2295.7
3989,20240610,1,Seguro,585.06
3990,20240610,1,Outros,312.25
3991,20240610,2,Combustível,848.63
3992,20240610,2,Manutenção,460.47
3993,20240610,2,Pedágio,221.26
3994,20240610,2,Motorista (Salário/Diária),323.07
3995,20240610,2,Seguro,103.23
3996,20240610,2,Outros,65.79
3997,20240610,3,Combustível,374.19
3998,20240610,3,Manutenção,148.18
3999,20240610,3,Pedágio,91.89
4000,20240610,3,Motorista (Salário/Diária),130.31
4001,20240610,3,Seguro,42.97
4002,20240610,3,Outros,23.24
4003,20240610,4,Combustível,1303.56
4004,20240610,4,Manutenção,575.37
4005,20240610,4,Pedágio,323.81
4006,20240610,4,Motorista (Salário/Diária),523.81
4007,20240610,4,Seguro,173.87
4008,20240610,4,Outros,90.68
4009,20240610,5,Combustível,8774.81
4010,20240610,5,Manutenção,4495.6
4011,20240610,5,Pedágio,2369.32
4012,20240610,5,Motorista (Salário/Diária),4072.46
4013,20240610,5,Seguro,1238.44
4014,20240610,5,Outros,661.35
4015,20240611,1,Combustível,5213.83
4016,20240611,1,Manutenção,2999.08
4017,20240611,1,Pedágio,1174.55
4018,20240611,1,Motorista (Salário/Diária),2407.17
4019,20240611,1,Seguro,706.39
4020,20240611,1,Outros,340.83
4021,20240611,2,Combustível,4110.91
4022,20240611,2,Manutenção,1781.01
4023,20240611,2,Pedágio,799.93
4024,20240611,2,Motorista (Salário/Diária),1642.14
4025,20240611,2,Seguro,432.11
